JobTime,TR_PRESS,TR_PRESS2,SLUR_RATE,SLUR_RATE2,CFLD_RATE,PROP_CON,BH_PROP_CON,TMT_CFLD,TMT_PROP,BH_PRESS,PROP_CON2,HVFR_Conc,J218_conc,JOB_PROP,POD_CR_LIQ1_CONC_RAW,Biocide_Conc,NET_PRESS,NS_TIMER,JOB_SLUR,JOB_CFLD,J609W_CONC,Scale_CONC
#NULL,PSI,PSI,B/M,B/M,B/M,PPAC,PPAC,BBL,LB,PSI,PPAC,G/MG,LKGA,LB,G/MG,G/MG,PSI,MIN,BBL,BBL,G/MG,G/MG
11:11:15:03:08:05,57.163,55.7325,4.23045,6.71988,4.26868,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:06,57.163,54.8742,4.20357,6.6825,4.23045,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:07,57.7352,54.5881,4.19334,6.67983,4.20357,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:08,58.0213,54.8742,4.19335,6.65312,4.19334,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:09,57.7352,54.8742,4.19643,6.67048,4.19335,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:10,57.163,54.302,4.19619,6.68917,4.19643,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:11,57.163,54.0159,4.19027,6.6598,4.19619,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:12,56.3047,54.5881,4.1905,6.64244,4.19027,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:13,56.5908,54.5881,4.18766,6.62108,4.1905,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:14,56.8769,54.302,4.11505,6.63977,4.18766,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:15,57.4491,55.1603,4.11505,6.63577,4.11505,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:16,57.4491,54.8742,4.04272,6.64912,4.11505,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:17,57.4491,54.5881,4.14556,6.64511,4.04272,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:18,56.8769,54.302,4.17518,6.65446,4.14556,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:19,57.163,54.5881,4.19216,6.64912,4.17518,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:20,57.7352,55.1603,4.19525,6.65045,4.19216,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:21,57.163,55.7325,4.19525,6.68784,4.19525,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:22,57.7352,55.4464,4.18766,6.69585,4.19525,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:23,57.4491,56.0186,4.18105,6.69718,4.18766,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:24,58.3074,56.3047,4.16673,6.64778,4.18105,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:25,58.0213,56.3047,4.16953,6.62108,4.16673,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:26,60.8823,55.4464,4.17753,6.49691,4.16953,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:27,57.7352,54.8742,4.18129,6.45819,4.17753,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:28,58.0213,56.3047,4.18129,6.44217,4.18129,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:29,58.5935,56.3047,4.18294,6.40345,4.18129,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:30,57.7352,55.4464,4.18318,6.35672,4.18294,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:31,57.7352,56.5908,4.19145,6.34336,4.18318,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:32,58.3074,55.4464,4.19571,6.318,4.19145,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:33,57.7352,56.3047,4.19239,6.34336,4.19571,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:34,58.3074,55.4464,4.19477,6.34336,4.19239,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:35,56.8769,55.7325,4.19763,6.36606,4.19477,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:36,58.3074,55.4464,4.18459,6.3901,4.19763,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:37,57.4491,54.5881,4.17776,6.44083,4.18459,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:38,57.163,55.1603,4.17893,6.44751,4.17776,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:39,57.163,55.1603,4.18152,6.45151,4.17893,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:40,56.8769,55.4464,4.17729,6.46487,4.18152,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:41,57.7352,54.8742,4.18294,6.50359,4.17729,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:42,57.163,55.7325,4.18553,6.5116,4.18294,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
11:11:15:03:08:43,57.4491,55.7325,4.18932,6.53429,4.18553,0,0,0,0,0,0,0,0,0,0,0,-7448.48,0,0,0,0,0
